_id,FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_UNDERLYING_VALUE,TIMESTAMP
642f0867e2684b2e014888f2,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1202.9,1217.3,1202.9,1212.7,1212.65,1198.85,1212.7,1095750,1327765612.5,6562500,3750.0,750,03-Jan-2022,1209.4,2022-01-02T18:30:00.000Z
642f0a63e2684b2e01e33fae,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1212.7,1231.6,1212.7,1223.9,1223.9,1212.7,1223.9,1737750,2125183237.5,6523500,-39000.0,750,04-Jan-2022,1220.6,2022-01-03T18:30:00.000Z
642f09efe2684b2e01c12581,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1220.8,1228.0,1218.05,1223.05,1220.2,1223.9,1223.05,865500,1058394712.5,6673500,150000.0,750,05-Jan-2022,1219.85,2022-01-04T18:30:00.000Z
642f0af9e2684b2e01101d2c,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1221.2,1229.85,1206.4,1208.65,1208.95,1223.05,1208.65,1494000,1817432250.0,6669000,-4500.0,750,06-Jan-2022,1205.6,2022-01-05T18:30:00.000Z
642f0afce2684b2e0110da68,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1212.05,1224.0,1208.65,1221.55,1223.65,1208.65,1221.55,1035750,1260551362.5,6804750,135750.0,750,07-Jan-2022,1217.4,2022-01-06T18:30:00.000Z
642f0931e2684b2e01875d03,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1215.0,1245.95,1214.3,1235.4,1238.9,1221.55,1235.4,1671000,2065845562.5,6860250,55500.0,750,10-Jan-2022,1229.1,2022-01-09T18:30:00.000Z
642f098ae2684b2e01a36b03,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1236.4,1242.1,1227.95,1234.55,1233.0,1235.4,1234.55,875250,1080647962.5,6780000,-80250.0,750,11-Jan-2022,1233.4,2022-01-10T18:30:00.000Z
642f098ee2684b2e01a498d8,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1235.95,1256.1,1233.1,1251.5,1251.3,1234.55,1251.5,1661250,2069985937.5,6888000,108000.0,750,12-Jan-2022,1249.4,2022-01-11T18:30:00.000Z
642f0affe2684b2e0111b695,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1251.45,1262.7,1249.75,1259.75,1262.25,1251.5,1259.75,1167000,1466544900.0,6996750,108750.0,750,13-Jan-2022,1258.7,2022-01-12T18:30:00.000Z
642f0933e2684b2e0187fc0c,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1263.9,1273.15,1256.45,1268.85,1266.4,1259.75,1268.85,1062000,1346161800.0,7170750,174000.0,750,14-Jan-2022,1263.6,2022-01-13T18:30:00.000Z
642f0938e2684b2e0189d97b,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1267.75,1293.75,1262.4,1288.1,1286.85,1268.85,1288.1,1748250,2241727087.5,7091250,-79500.0,750,17-Jan-2022,1287.95,2022-01-16T18:30:00.000Z
642f086ae2684b2e01499acb,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1289.9,1292.95,1267.15,1269.55,1273.2,1288.1,1269.55,1118250,1428637087.5,6945000,-146250.0,750,18-Jan-2022,1265.9,2022-01-17T18:30:00.000Z
642f0a67e2684b2e01e46739,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1266.2,1271.5,1246.0,1250.5,1246.9,1269.55,1250.5,1145250,1435055100.0,6690000,-255000.0,750,19-Jan-2022,1248.1,2022-01-18T18:30:00.000Z
642f0991e2684b2e01a5429a,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1244.2,1259.0,1235.1,1244.05,1241.7,1250.5,1244.05,1369500,1705495762.5,6560250,-129750.0,750,20-Jan-2022,1238.7,2022-01-19T18:30:00.000Z
642f086be2684b2e0149e7d0,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1238.5,1262.0,1203.95,1243.3,1241.0,1244.05,1243.3,5778750,7129155600.0,6264750,-295500.0,750,21-Jan-2022,1240.65,2022-01-20T18:30:00.000Z
642f0b05e2684b2e01130a65,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1236.05,1236.05,1206.0,1223.55,1224.4,1243.3,1223.55,3450750,4204957350.0,4186500,-2078250.0,750,24-Jan-2022,1225.0,2022-01-23T18:30:00.000Z
642f0a6be2684b2e01e5d2cb,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1211.05,1231.8,1209.65,1226.45,1225.45,1223.55,1226.45,2821500,3451552725.0,2187750,-1998750.0,750,25-Jan-2022,1228.0,2022-01-24T18:30:00.000Z
642f0b08e2684b2e0113ebed,FUTSTK,SBILIFE,27-Jan-2022,0.0,XX,N,1210.5,1218.65,1199.35,1209.3,1216.0,1226.45,1211.65,3186000,3854839875.0,594000,-1593750.0,750,27-Jan-2022,1211.65,2022-01-26T18:30:00.000Z
642f093be2684b2e018ab512,FUTSTK,SBILIFE,24-Feb-2022,0.0,XX,N,1212.9,1241.4,1204.15,1208.0,1205.5,1214.25,1208.0,1386000,1696449450.0,5934750,-15750.0,750,28-Jan-2022,1205.55,2022-01-27T18:30:00.000Z
642f0996e2684b2e01a67ca2,FUTSTK,SBILIFE,24-Feb-2022,0.0,XX,N,1206.35,1241.8,1205.7,1237.85,1240.0,1208.0,1237.85,1779000,2193191025.0,6078000,143250.0,750,31-Jan-2022,1233.25,2022-01-30T18:30:00.000Z
