_id,FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_UNDERLYING_VALUE,TIMESTAMP
642f0865e2684b2e01481778,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4959.3,4959.3,4883.25,4887.1,4896.2,4954.0,4887.1,89000,437527331.25,29125,7125.0,125,03-Jan-2022,4853.15,2022-01-02T18:30:00.000Z
642f0a64e2684b2e01e39004,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4912.4,4920.0,4862.45,4869.75,4868.8,4887.1,4869.75,7250,35394587.5,30000,875.0,125,04-Jan-2022,4835.45,2022-01-03T18:30:00.000Z
642f09eee2684b2e01c0a744,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4900.0,4930.5,4803.85,4831.05,4834.1,4869.75,4831.05,37500,182353712.5,38375,8375.0,125,05-Jan-2022,4790.4,2022-01-04T18:30:00.000Z
642f0af8e2684b2e010fb358,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4828.8,4860.1,4767.15,4777.45,4775.0,4831.05,4777.45,19375,93047475.0,43125,4750.0,125,06-Jan-2022,4739.45,2022-01-05T18:30:00.000Z
642f0afbe2684b2e01108ea6,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4789.95,4798.9,4724.0,4751.05,4752.4,4777.45,4751.05,12500,59485843.75,48250,5125.0,125,07-Jan-2022,4708.4,2022-01-06T18:30:00.000Z
642f0931e2684b2e01877b46,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4727.25,4759.2,4695.3,4742.85,4738.95,4751.05,4742.85,39250,185671218.75,58625,10375.0,125,10-Jan-2022,4699.05,2022-01-09T18:30:00.000Z
642f0988e2684b2e01a2ac0f,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4702.95,4767.3,4702.0,4707.0,4704.0,4742.85,4707.0,22250,105288568.75,68000,9375.0,125,11-Jan-2022,4669.25,2022-01-10T18:30:00.000Z
642f098ce2684b2e01a3c0c1,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4707.0,4733.0,4674.0,4724.35,4722.0,4707.0,4724.35,22250,104626962.5,73750,5750.0,125,12-Jan-2022,4693.4,2022-01-11T18:30:00.000Z
642f0b00e2684b2e0111f08a,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4722.0,4796.8,4722.0,4762.1,4767.25,4724.35,4762.1,40125,191214681.25,73000,-750.0,125,13-Jan-2022,4725.95,2022-01-12T18:30:00.000Z
642f0932e2684b2e0187cd0e,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4743.15,4745.25,4694.0,4717.2,4716.0,4762.1,4717.2,38875,183270050.0,87375,14375.0,125,14-Jan-2022,4689.2,2022-01-13T18:30:00.000Z
642f0938e2684b2e0189b5ba,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4697.3,4736.5,4637.15,4707.55,4703.15,4717.2,4707.55,92500,434052950.0,102250,14875.0,125,17-Jan-2022,4672.4,2022-01-16T18:30:00.000Z
642f0868e2684b2e0148d0a7,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4710.0,4758.0,4650.0,4717.15,4721.45,4707.55,4717.15,138375,652276412.5,140875,38625.0,125,18-Jan-2022,4693.55,2022-01-17T18:30:00.000Z
642f0a69e2684b2e01e514cf,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4734.95,4759.95,4679.95,4711.8,4707.0,4717.15,4711.8,95625,450862593.75,161375,20500.0,125,19-Jan-2022,4684.95,2022-01-18T18:30:00.000Z
642f098fe2684b2e01a4b6cf,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4711.8,4714.2,4594.5,4615.6,4617.05,4711.8,4615.6,249750,1158770868.75,262000,100625.0,125,20-Jan-2022,4591.55,2022-01-19T18:30:00.000Z
642f086de2684b2e014a9e35,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4580.0,4581.4,4453.3,4508.4,4512.8,4615.6,4508.4,511875,2307984225.0,538500,276500.0,125,21-Jan-2022,4496.15,2022-01-20T18:30:00.000Z
642f0b05e2684b2e01131a4c,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4515.0,4515.05,4320.0,4372.45,4352.35,4508.4,4372.45,1300000,5734558018.75,1399625,861125.0,125,24-Jan-2022,4364.35,2022-01-23T18:30:00.000Z
642f0a6ae2684b2e01e57f4f,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4343.0,4438.2,4312.0,4417.0,4435.2,4372.45,4417.0,1082375,4746110575.0,1974000,574375.0,125,25-Jan-2022,4402.85,2022-01-24T18:30:00.000Z
642f0b0ae2684b2e011488f1,FUTSTK,DRREDDY,24-Feb-2022,0.0,XX,N,4375.0,4375.05,4243.95,4266.95,4265.25,4417.0,4266.95,2027250,8709047850.0,2690125,716125.0,125,27-Jan-2022,4256.35,2022-01-26T18:30:00.000Z
642f093ae2684b2e018a802d,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4326.4,4411.05,4205.0,4243.15,4248.85,4288.9,4243.15,101875,440838581.25,65750,19875.0,125,28-Jan-2022,4218.6,2022-01-27T18:30:00.000Z
642f0996e2684b2e01a68241,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4274.8,4387.8,4263.6,4340.7,4335.15,4243.15,4340.7,33250,144368375.0,67375,1625.0,125,31-Jan-2022,4302.8,2022-01-30T18:30:00.000Z
642f0870e2684b2e014b8a37,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4384.85,4384.85,4281.85,4337.3,4335.5,4340.7,4337.3,56000,241684812.5,74875,7500.0,125,01-Feb-2022,4309.45,2022-01-31T18:30:00.000Z
642f099be2684b2e01a7b2da,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4354.0,4448.0,4351.4,4433.8,4441.7,4337.3,4433.8,45750,200840737.5,82125,7250.0,125,02-Feb-2022,4415.35,2022-02-01T18:30:00.000Z
642f0a72e2684b2e01e73a0b,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4432.05,4458.0,4390.0,4397.3,4391.9,4433.8,4397.3,22250,98169781.25,86250,4125.0,125,03-Feb-2022,4374.65,2022-02-02T18:30:00.000Z
642f09f1e2684b2e01c1a3e8,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4413.7,4432.25,4362.05,4373.35,4368.5,4397.3,4373.35,72375,317357881.25,142125,55875.0,125,04-Feb-2022,4351.95,2022-02-03T18:30:00.000Z
642f0a79e2684b2e01e971b3,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4361.3,4375.35,4270.0,4324.85,4323.25,4373.35,4324.85,38250,165203743.75,151625,9500.0,125,07-Feb-2022,4309.2,2022-02-06T18:30:00.000Z
642f0a74e2684b2e01e81ac7,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4323.2,4399.3,4323.2,4350.6,4349.4,4324.85,4350.6,39750,173229193.75,156250,4625.0,125,08-Feb-2022,4321.95,2022-02-07T18:30:00.000Z
642f093fe2684b2e018c12fd,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4351.75,4417.85,4350.75,4393.15,4388.2,4350.6,4393.15,46125,202269693.75,164250,8000.0,125,09-Feb-2022,4368.75,2022-02-08T18:30:00.000Z
642f0942e2684b2e018ce23c,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4393.15,4406.05,4367.4,4398.0,4393.45,4393.15,4398.0,51875,227649256.25,180125,15875.0,125,10-Feb-2022,4370.7,2022-02-09T18:30:00.000Z
642f099ee2684b2e01a8a2a9,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4348.15,4373.2,4306.0,4345.75,4340.0,4398.0,4345.75,36250,157038818.75,181250,1125.0,125,11-Feb-2022,4325.4,2022-02-10T18:30:00.000Z
642f09f6e2684b2e01c33c72,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4250.0,4290.2,4186.8,4222.45,4217.65,4345.75,4222.45,77125,328002300.0,199875,18625.0,125,14-Feb-2022,4204.6,2022-02-13T18:30:00.000Z
642f08c9e2684b2e0167b9ff,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4218.6,4320.0,4212.6,4303.15,4306.25,4222.45,4303.15,84250,361114843.75,232500,32625.0,125,15-Feb-2022,4277.55,2022-02-14T18:30:00.000Z
642f0a7de2684b2e01eaa453,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4303.15,4396.9,4270.55,4340.15,4340.0,4303.15,4340.15,148750,646713956.25,303125,70625.0,125,16-Feb-2022,4316.45,2022-02-15T18:30:00.000Z
642f0a7fe2684b2e01eb6627,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4335.0,4358.0,4318.0,4321.4,4320.05,4340.15,4321.4,100250,434777493.75,339000,35875.0,125,17-Feb-2022,4301.0,2022-02-16T18:30:00.000Z
642f0943e2684b2e018d7e84,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4301.0,4354.9,4284.0,4331.8,4325.0,4321.4,4331.8,526625,2283962431.25,706125,367125.0,125,18-Feb-2022,4321.15,2022-02-17T18:30:00.000Z
642f09a0e2684b2e01a95706,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4395.5,4427.1,4305.6,4313.7,4321.7,4331.8,4313.7,672250,2921176393.75,1088000,381875.0,125,21-Feb-2022,4298.25,2022-02-20T18:30:00.000Z
642f0873e2684b2e014c7747,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4289.0,4289.0,4171.4,4224.35,4212.0,4313.7,4224.35,1260000,5302061262.5,1909125,821125.0,125,22-Feb-2022,4218.5,2022-02-21T18:30:00.000Z
642f08cce2684b2e01686e1d,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4239.1,4260.95,4208.05,4221.45,4219.0,4224.35,4221.45,869500,3678927012.5,2347875,438750.0,125,23-Feb-2022,4200.95,2022-02-22T18:30:00.000Z
642f0948e2684b2e018ef1ef,FUTSTK,DRREDDY,31-Mar-2022,0.0,XX,N,4105.9,4151.65,4054.4,4087.8,4079.5,4221.45,4087.8,1257500,5146864743.75,2680875,333000.0,125,24-Feb-2022,4092.5,2022-02-23T18:30:00.000Z
642f09f9e2684b2e01c433bb,FUTSTK,DRREDDY,28-Apr-2022,0.0,XX,N,4139.7,4210.55,4116.6,4197.9,4197.55,4104.1,4197.9,28125,117133762.5,43000,750.0,125,25-Feb-2022,4176.6,2022-02-24T18:30:00.000Z
642f0ac3e2684b2e01ff6698,FUTSTK,DRREDDY,28-Apr-2022,0.0,XX,N,4118.85,4125.5,4080.25,4089.1,4089.5,4197.9,4089.1,35875,147183262.5,50375,7375.0,125,28-Feb-2022,4063.4,2022-02-27T18:30:00.000Z
642f0b0de2684b2e01159ad2,FUTSTK,DRREDDY,28-Apr-2022,0.0,XX,N,4068.05,4081.95,3849.65,3880.05,3875.7,4089.1,3880.05,68500,270318400.0,67875,17500.0,125,02-Mar-2022,3853.15,2022-03-01T18:30:00.000Z
