_id,FH_INSTRUMENT,FH_SYMBOL,FH_EXPIRY_DT,FH_STRIKE_PRICE,FH_OPTION_TYPE,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_OPEN_INT,FH_CHANGE_IN_OI,FH_MARKET_LOT,FH_TIMESTAMP,FH_UNDERLYING_VALUE,TIMESTAMP
642f0865e2684b2e0147d73a,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1729.0,1741.0,1717.0,1724.85,1723.7,1719.85,1724.85,2330000,4027107350,20900000,-151000,500,03-Jan-22,1717.15,2022-01-02T18:30:00.000Z
642f0a64e2684b2e01e3bafb,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1733.65,1737.5,1705.55,1725.55,1725.0,1724.85,1725.55,2438000,4197738575,20839500,-60500,500,04-Jan-22,1719.0,2022-01-03T18:30:00.000Z
642f09ede2684b2e01c081ff,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1726.7,1751.4,1707.0,1719.6,1717.55,1725.55,1719.6,4163500,7191518600,21097000,257500,500,05-Jan-22,1715.45,2022-01-04T18:30:00.000Z
642f0af7e2684b2e010f6436,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1716.9,1728.0,1679.2,1715.15,1716.0,1719.6,1715.15,3650000,6214175875,21165000,68000,500,06-Jan-22,1713.1,2022-01-05T18:30:00.000Z
642f0afde2684b2e01111bc0,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1721.85,1735.0,1692.0,1703.85,1702.0,1715.15,1703.85,2382000,4085022050,21337000,172000,500,07-Jan-22,1699.1,2022-01-06T18:30:00.000Z
642f0932e2684b2e0187b955,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1709.75,1776.0,1704.5,1760.65,1770.7,1703.85,1760.65,5069000,8844541775,21593500,256500,500,10-Jan-22,1752.6,2022-01-09T18:30:00.000Z
642f098be2684b2e01a372df,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1767.5,1856.1,1741.0,1849.4,1856.0,1760.65,1849.4,12944000,23396757550,21206500,-387000,500,11-Jan-22,1843.9,2022-01-10T18:30:00.000Z
642f098ce2684b2e01a3fb7c,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1873.0,1873.95,1811.3,1832.95,1831.8,1849.4,1832.95,6271500,11526506050,21658000,451500,500,12-Jan-22,1830.1,2022-01-11T18:30:00.000Z
642f0b01e2684b2e01120a20,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1836.95,1865.0,1810.0,1857.25,1847.0,1832.95,1857.25,6198500,11420102475,21969000,311000,500,13-Jan-22,1853.35,2022-01-12T18:30:00.000Z
642f0933e2684b2e01880ca1,FUTSTK,ADANIENT,27-Jan-22,0,XX,N,1846.75,1893.85,1835.0,1876.15,1870.0,1857.25,1876.15,7293500,13653548375,21210000,-759000,500,14-Jan-22,1870.25,2022-01-13T18:30:00.000Z
