_id,FH_EXPIRY_DT,FH_INSTRUMENT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_SYMBOL,TIMESTAMP,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_UNDERLYING_VALUE
660aba2a3bf21372dab37bee,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-03-31T18:30:00.000Z,74700.00,4674.65,4677.65,300,N,4777.05,4009800,4753.05,4674.65,01-Apr-2024,2277600,10709698590.00,4798.75,4661.85,4680.75
660c07333bf21372daeb1ae6,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-01T18:30:00.000Z,61200.00,4589.95,4595.95,300,N,4649.95,4071000,4674.65,4589.95,02-Apr-2024,2528400,11640111795.00,4684.55,4532.30,4251.3
660d68e13bf21372da279a63,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-02T18:30:00.000Z,24900.00,4576.25,4579.95,300,N,4589.45,4095900,4589.95,4576.25,03-Apr-2024,906900,4155394020.00,4614.20,4554.00,4557.2
660eae303bf21372da5e7c43,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-03T18:30:00.000Z,75600.00,4545.45,4546.00,300,N,4587.25,4171500,4576.25,4545.45,04-Apr-2024,1652100,7471805010.00,4599.00,4480.00,4522.95
661001ec3bf21372da96cf44,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-04T18:30:00.000Z,-37500.00,4541.40,4540.00,300,N,4510.85,4134000,4545.45,4541.40,05-Apr-2024,843000,3830580420.00,4574.25,4486.20,4522.95
6613f59b3bf21372da176c40,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-07T18:30:00.000Z,-56100.00,4614.00,4618.45,300,N,4540.00,4077900,4541.40,4614.00,08-Apr-2024,1283400,5898028095.00,4628.35,4536.95,4595.1
66153ccb3bf21372da4de0a4,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-08T18:30:00.000Z,168600.00,4539.40,4534.25,300,N,4622.30,4246500,4614.00,4539.40,09-Apr-2024,2060100,9451558170.00,4678.15,4520.10,4595.1
661698db3bf21372da8bb1e3,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-09T18:30:00.000Z,147300.00,4510.00,4517.80,300,N,4550.30,4393800,4539.40,4510.00,10-Apr-2024,1168200,5272756800.00,4555.60,4491.05,4494.9
66192d553bf21372daff5cc0,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-11T18:30:00.000Z,76800.00,4455.10,4459.50,300,N,4533.80,4470600,4510.00,4455.10,12-Apr-2024,1061400,4758151230.00,4533.80,4445.45,4251.3
661d3afebecf36cc7531c849,25-Apr-2024,FUTSTK,XX,0.00,HEROMOTOCO,2024-04-14T18:30:00.000Z,149400.00,4397.00,4392.80,300,N,4439.95,4620000,4455.10,4397.00,15-Apr-2024,1162500,5125464375.00,4453.55,4385.65,4381.2
