_id,FH_EXPIRY_DT,FH_INSTRUMENT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_SYMBOL,TIMESTAMP,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_UNDERLYING_VALUE
660aba2a3bf21372dab38060,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-03-31T18:30:00.000Z,0.00,1508.25,1509.10,650,N,1519.55,9498450,1508.75,1508.25,01-Apr-2024,1115400,1683686290.00,1519.55,1501.85,1498.65
660c07333bf21372daeb0fa4,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-01T18:30:00.000Z,-104650.00,1495.35,1495.70,650,N,1516.55,9393800,1508.25,1495.35,02-Apr-2024,1058850,1583499190.00,1516.55,1491.65,1347.3
660d68e13bf21372da27a0f0,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-02T18:30:00.000Z,-33150.00,1479.75,1477.80,650,N,1495.15,9360650,1495.35,1479.75,03-Apr-2024,1584700,2360826975.00,1505.75,1476.00,1471.5
660eae303bf21372da5e7943,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-03T18:30:00.000Z,-254150.00,1466.35,1467.60,650,N,1482.00,9106500,1479.75,1466.35,04-Apr-2024,2128100,3118792592.50,1486.40,1452.50,1459.55
661001ec3bf21372da96d3f9,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-04T18:30:00.000Z,37700.00,1453.80,1451.10,650,N,1457.55,9144200,1466.35,1453.80,05-Apr-2024,1568450,2290303015.00,1477.00,1442.75,1459.55
6613f59b3bf21372da175baf,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-07T18:30:00.000Z,-15600.00,1467.95,1469.80,650,N,1460.00,9128600,1453.80,1467.95,08-Apr-2024,1064050,1560376935.00,1474.85,1452.00,1462.45
66153ccb3bf21372da4de667,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-08T18:30:00.000Z,181350.00,1456.95,1456.80,650,N,1476.65,9309950,1467.95,1456.95,09-Apr-2024,1859650,2719269995.00,1476.65,1453.85,1462.45
661698db3bf21372da8bc15a,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-09T18:30:00.000Z,534300.00,1427.70,1428.45,650,N,1456.10,9844250,1456.95,1427.70,10-Apr-2024,3538600,5059835885.00,1458.90,1411.10,1422.95
66192d553bf21372daff5e9f,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-11T18:30:00.000Z,450450.00,1399.65,1400.20,650,N,1427.70,10294700,1427.70,1399.65,12-Apr-2024,2830100,3987057912.50,1428.80,1391.40,1347.3
661d3afebecf36cc75320952,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-14T18:30:00.000Z,62400.00,1383.75,1383.85,650,N,1395.70,10357100,1399.65,1383.75,15-Apr-2024,1710150,2374860995.00,1401.75,1381.20,1381.4
661e7aa2becf36cc75682f4f,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-15T18:30:00.000Z,-187850.00,1379.40,1382.00,650,N,1383.80,10169250,1383.75,1379.40,16-Apr-2024,1777750,2458268247.50,1393.00,1373.25,1375.2
66211e73becf36cc75d2ad0e,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-17T18:30:00.000Z,101400.00,1351.20,1353.80,650,N,1380.15,10270650,1379.40,1351.20,18-Apr-2024,3723200,5087478435.00,1387.40,1346.15,1347.3
66226d30becf36cc750a41e6,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-18T18:30:00.000Z,-213200.00,1344.70,1346.20,650,N,1350.00,10057450,1351.20,1344.70,19-Apr-2024,1814150,2443786540.00,1359.60,1336.05,1345.75
66266918becf36cc757ff883,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-21T18:30:00.000Z,-1473550.00,1356.35,1358.95,650,N,1346.30,8583900,1344.70,1356.35,22-Apr-2024,3157050,4284229365.00,1362.00,1346.30,1354.85
6627c54dbecf36cc75ac482b,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-22T18:30:00.000Z,-2107950.00,1348.10,1347.85,650,N,1360.25,6475950,1356.35,1348.10,23-Apr-2024,2873650,3905694422.50,1365.85,1346.15,1346.7
662917aebecf36cc75d8910a,25-Apr-2024,FUTSTK,XX,0.00,CIPLA,2024-04-23T18:30:00.000Z,-1878500.00,1396.55,1396.35,650,N,1360.00,4597450,1348.10,1396.55,24-Apr-2024,3786250,5243350710.00,1399.55,1352.05,1398.2
