_id,FH_EXPIRY_DT,FH_INSTRUMENT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_SYMBOL,TIMESTAMP,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_UNDERLYING_VALUE
660aba2a3bf21372dab37fe8,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-03-31T18:30:00.000Z,260225.00,3767.10,3773.80,175,N,3838.00,4990475,3828.90,3767.10,01-Apr-2024,1253000,4744226235.00,3850.00,3758.15,3738.4
660c07333bf21372daeb1142,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-01T18:30:00.000Z,-21700.00,3774.40,3770.70,175,N,3771.55,4968775,3767.10,3774.40,02-Apr-2024,893900,3375030120.00,3797.50,3753.85,3525.1
660d68e13bf21372da278dca,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-02T18:30:00.000Z,10675.00,3734.90,3736.10,175,N,3767.95,4979450,3774.40,3734.90,03-Apr-2024,841050,3150830830.00,3769.15,3727.20,3712.5
660eae303bf21372da5e84dd,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-03T18:30:00.000Z,7350.00,3799.35,3802.00,175,N,3739.05,4986800,3734.90,3799.35,04-Apr-2024,2049425,7711332483.75,3811.90,3700.75,3782.75
661001ec3bf21372da96ce76,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-04T18:30:00.000Z,69125.00,3762.35,3765.05,175,N,3795.00,5055925,3799.35,3762.35,05-Apr-2024,1105475,4177517951.25,3819.25,3751.25,3782.75
6613f59b3bf21372da17674f,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-07T18:30:00.000Z,188650.00,3756.35,3756.50,175,N,3797.75,5244575,3762.35,3756.35,08-Apr-2024,1504125,5663133927.50,3813.50,3726.20,3748.9
66153ccb3bf21372da4dddee,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-08T18:30:00.000Z,269850.00,3695.20,3700.00,175,N,3758.85,5514425,3756.35,3695.20,09-Apr-2024,1230425,4579045668.75,3766.90,3679.95,3748.9
661698db3bf21372da8bb651,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-09T18:30:00.000Z,29225.00,3715.00,3710.00,175,N,3703.20,5543650,3695.20,3715.00,10-Apr-2024,894075,3317745900.00,3723.95,3690.00,3711.2
66192d553bf21372daff5fb0,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-11T18:30:00.000Z,119875.00,3626.65,3627.10,175,N,3709.95,5663525,3715.00,3626.65,12-Apr-2024,2284800,8329219368.75,3709.95,3622.15,3525.1
661d3afebecf36cc7531c900,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-14T18:30:00.000Z,5950.00,3606.95,3610.55,175,N,3611.95,5669475,3626.65,3606.95,15-Apr-2024,1272425,4606899220.00,3646.95,3598.05,3600.6
661e7aa1becf36cc75680f26,25-Apr-2024,FUTSTK,XX,0.00,TITAN,2024-04-15T18:30:00.000Z,-89775.00,3645.30,3645.00,175,N,3596.00,5579700,3606.95,3645.30,16-Apr-2024,1497475,5437188452.50,3653.65,3590.15,3645.9
