_id,FH_EXPIRY_DT,FH_INSTRUMENT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_SYMBOL,TIMESTAMP,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_UNDERLYING_VALUE
660aba1f551ea8574a9326a1,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-03-31T18:30:00.000Z,9800.00,1563.25,1563.00,700,N,1560.80,190400,1551.10,1563.25,01-Apr-2024,69300,108445050.00,1571.90,1558.00,1556.7
660c072c551ea8574ab0fe64,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-01T18:30:00.000Z,71400.00,1533.20,1535.20,700,N,1565.00,261800,1563.25,1533.20,02-Apr-2024,141400,218406055.00,1568.85,1531.00,1528.3
660d689b551ea8574ad29c60,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-02T18:30:00.000Z,38500.00,1540.25,1540.95,700,N,1533.00,300300,1533.20,1540.25,03-Apr-2024,150500,232726025.00,1558.30,1529.30,1535.85
660eae26551ea8574af1062e,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-03T18:30:00.000Z,31500.00,1543.90,1543.60,700,N,1540.25,331800,1540.25,1543.90,04-Apr-2024,171500,264173490.00,1556.00,1522.75,1539.65
661001ff551ea8574a0ee522,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-04T18:30:00.000Z,9800.00,1543.55,1543.10,700,N,1541.55,341600,1543.90,1543.55,05-Apr-2024,74900,115242260.00,1544.60,1527.00,1545.25
6613f55c551ea8574a60f4a4,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-07T18:30:00.000Z,23100.00,1541.90,1542.90,700,N,1549.40,364700,1543.55,1541.90,08-Apr-2024,118300,182720895.00,1552.45,1537.45,1540.05
66153c86551ea8574a7cf675,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-08T18:30:00.000Z,406000.00,1542.20,1543.70,700,N,1545.10,770700,1541.90,1542.20,09-Apr-2024,924000,1427775755.00,1562.10,1535.55,1540.5
661698ce551ea8574a9d7401,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-09T18:30:00.000Z,146300.00,1539.40,1539.55,700,N,1541.95,917000,1542.20,1539.40,10-Apr-2024,365400,563738175.00,1553.35,1535.15,1539.15
66192ccc551ea8574ad68fb1,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-11T18:30:00.000Z,343700.00,1521.40,1522.05,700,N,1532.40,1260700,1539.40,1521.40,12-Apr-2024,887600,1354126305.00,1540.20,1516.30,1539.15
661d27e6551ea8574a2d1a5a,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-14T18:30:00.000Z,356300.00,1503.95,1505.00,700,N,1514.95,1617000,1521.40,1503.95,15-Apr-2024,873600,1317732465.00,1529.50,1491.05,1477.3
661e7a8a551ea8574a4d1e25,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-15T18:30:00.000Z,522900.00,1472.05,1468.65,700,N,1492.25,2139900,1503.95,1472.05,16-Apr-2024,1020600,1509928280.00,1498.45,1463.00,1477.3
66211e7b551ea8574a87304b,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-17T18:30:00.000Z,1269100.00,1462.90,1465.05,700,N,1469.60,3409000,1472.05,1462.90,18-Apr-2024,2616600,3820266450.00,1474.95,1447.45,1466.85
66226ceb551ea8574aa5cae2,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-18T18:30:00.000Z,1010100.00,1441.55,1443.50,700,N,1446.90,4419100,1462.90,1441.55,19-Apr-2024,2100700,3026308390.00,1450.25,1429.80,1447.5
6626694d936df74c757e7920,30-May-2024,FUTSTK,XX,0.00,HCLTECH,2024-04-21T18:30:00.000Z,2909900.00,1459.05,1462.95,700,N,1445.15,7329000,1441.55,1459.05,22-Apr-2024,4641700,6760422515.00,1465.25,1443.55,1465.9
