_id,FH_EXPIRY_DT,FH_INSTRUMENT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_SYMBOL,TIMESTAMP,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_UNDERLYING_VALUE
660aba1e551ea8574a931663,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-03-31T18:30:00.000Z,9300.00,2314.20,2315.30,300,N,2300.55,402000,2300.75,2314.20,01-Apr-2024,99300,229604220.00,2321.25,2296.20,2285.9
660c072c551ea8574ab0f948,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-01T18:30:00.000Z,94800.00,2315.65,2316.00,300,N,2318.95,496800,2314.20,2315.65,02-Apr-2024,164100,379847730.00,2320.00,2305.05,2286.7
660d689b551ea8574ad29922,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-02T18:30:00.000Z,50400.00,2295.50,2295.05,300,N,2308.90,547200,2315.65,2295.50,03-Apr-2024,125400,288363210.00,2311.75,2290.20,2265.2
660eae26551ea8574af11488,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-03T18:30:00.000Z,35100.00,2289.80,2291.95,300,N,2299.80,582300,2295.50,2289.80,04-Apr-2024,163500,375074985.00,2305.00,2281.00,2264.95
661001ff551ea8574a0ee9d7,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-04T18:30:00.000Z,44400.00,2291.50,2291.20,300,N,2285.05,626700,2289.80,2291.50,05-Apr-2024,127800,293186340.00,2303.50,2283.40,2266.95
6613f55c551ea8574a60f0e3,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-07T18:30:00.000Z,39600.00,2296.35,2297.20,300,N,2293.00,666300,2291.50,2296.35,08-Apr-2024,180300,414956460.00,2315.90,2291.55,2268.95
66153c86551ea8574a7cfd16,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-08T18:30:00.000Z,115200.00,2291.90,2292.05,300,N,2296.35,781500,2296.35,2291.90,09-Apr-2024,269100,617217255.00,2301.00,2283.05,2264.15
661698ce551ea8574a9d74c7,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-09T18:30:00.000Z,51600.00,2287.15,2287.35,300,N,2293.70,833100,2291.90,2287.15,10-Apr-2024,145500,332914605.00,2293.70,2285.20,2260.9
66192ccc551ea8574ad6917a,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-11T18:30:00.000Z,309900.00,2256.70,2254.20,300,N,2292.00,1143000,2287.15,2256.70,12-Apr-2024,589800,1336624980.00,2292.00,2253.05,2260.9
661d27e6551ea8574a2d3632,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-14T18:30:00.000Z,445500.00,2218.20,2217.70,300,N,2247.00,1588500,2256.70,2218.20,15-Apr-2024,832500,1849731345.00,2247.45,2211.35,2220.8
661e7a8a551ea8574a4d3bb5,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-15T18:30:00.000Z,539700.00,2240.70,2246.15,300,N,2202.00,2128200,2218.20,2240.70,16-Apr-2024,1070700,2384462205.00,2248.25,2193.00,2220.8
66211e7b551ea8574a871ee8,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-17T18:30:00.000Z,868500.00,2234.30,2235.00,300,N,2243.90,2996700,2240.70,2234.30,18-Apr-2024,1440300,3226167435.00,2254.40,2229.70,2214.8
66226ceb551ea8574aa5c626,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-18T18:30:00.000Z,896700.00,2248.90,2245.30,300,N,2215.20,3893400,2234.30,2248.90,19-Apr-2024,1924800,4315465290.00,2260.70,2215.15,2231.6
6626694d936df74c757e7e0b,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-21T18:30:00.000Z,3722100.00,2259.65,2264.25,300,N,2258.80,7615500,2248.90,2259.65,22-Apr-2024,4509600,10172966445.00,2265.05,2245.00,2241.5
6627c582936df74c759d67e6,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-22T18:30:00.000Z,4557000.00,2279.50,2277.30,300,N,2262.75,12172500,2259.65,2279.50,23-Apr-2024,5978700,13621995600.00,2290.00,2262.10,2262.75
66290843936df74c75b85614,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-23T18:30:00.000Z,3903600.00,2274.05,2274.30,300,N,2282.10,16076100,2279.50,2274.05,24-Apr-2024,6281100,14257307385.00,2282.10,2258.55,2260.25
662a706d936df74c75d73521,30-May-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-24T18:30:00.000Z,3830100.00,2249.45,2250.80,300,N,2254.95,19906200,2274.05,2249.45,25-Apr-2024,13630500,30538519020.00,2254.95,2229.05,2230.85
662bb0d1936df74c75f28763,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-25T18:30:00.000Z,108600.00,2230.05,2233.20,300,N,2253.40,1349400,2243.65,2230.05,26-Apr-2024,303000,680436225.00,2265.80,2227.70,2222.65
662faae7936df74c7540205f,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-28T18:30:00.000Z,61200.00,2234.15,2233.50,300,N,2235.00,1410600,2230.05,2234.15,29-Apr-2024,158400,354103080.00,2240.60,2230.00,2226.1
6630f740936df74c755f0402,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-04-29T18:30:00.000Z,42600.00,2238.45,2238.70,300,N,2236.00,1453200,2234.15,2238.45,30-Apr-2024,147600,330636855.00,2245.90,2231.10,2230.45
66339606936df74c759b8028,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-01T18:30:00.000Z,30000.00,2236.65,2234.95,300,N,2232.05,1483200,2238.45,2236.65,02-May-2024,207000,463890150.00,2246.75,2230.15,2226.3
6634df9c936df74c75bb9555,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-02T18:30:00.000Z,137700.00,2221.65,2220.00,300,N,2236.70,1620900,2236.65,2221.65,03-May-2024,315900,702461310.00,2240.80,2215.00,2217.05
6638e1b0936df74c750967b7,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-05T18:30:00.000Z,-49800.00,2257.50,2259.65,300,N,2225.10,1571100,2221.65,2257.50,06-May-2024,354900,796170585.00,2260.20,2220.85,2256.2
663a2a4a936df74c7525f96c,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-06T18:30:00.000Z,-224700.00,2379.95,2376.90,300,N,2263.05,1346400,2257.50,2379.95,07-May-2024,1560000,3661758630.00,2390.50,2263.00,2379.4
663c2440936df74c75512f06,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-07T18:30:00.000Z,-16500.00,2345.55,2347.00,300,N,2373.40,1329900,2379.95,2345.55,08-May-2024,337200,791344590.00,2374.85,2331.05,2341.05
663cea0e936df74c7562c766,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-08T18:30:00.000Z,88800.00,2330.75,2326.05,300,N,2348.00,1418700,2345.55,2330.75,09-May-2024,350400,819576090.00,2367.35,2325.50,2325.65
663e1a15936df74c757aea13,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-09T18:30:00.000Z,-26700.00,2361.60,2367.95,300,N,2327.15,1392000,2330.75,2361.60,10-May-2024,310500,730734690.00,2368.00,2319.25,2362.55
66421e8d555ad4a2ed26e052,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-12T18:30:00.000Z,29100.00,2360.25,2359.00,300,N,2377.90,1421100,2361.60,2360.25,13-May-2024,224700,530673735.00,2379.75,2351.95,2362.55
6643744e555ad4a2ed453403,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-13T18:30:00.000Z,24300.00,2349.90,2350.15,300,N,2366.95,1445400,2360.25,2349.90,14-May-2024,157800,372117975.00,2371.00,2348.75,2349.6
6644cc6c555ad4a2ed62f8bf,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-14T18:30:00.000Z,95700.00,2324.75,2327.40,300,N,2349.55,1541100,2349.90,2324.75,15-May-2024,269400,628607280.00,2352.55,2321.05,2323.3
66460ac5555ad4a2ed7d030e,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-15T18:30:00.000Z,204000.00,2339.05,2338.45,300,N,2328.50,1745100,2324.75,2339.05,16-May-2024,556200,1290605145.00,2343.00,2304.95,2343.15
66475338555ad4a2ed955191,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-16T18:30:00.000Z,119100.00,2314.90,2318.80,300,N,2340.20,1864200,2339.05,2314.90,17-May-2024,342600,795670380.00,2340.20,2310.00,2320.35
6648a289555ad4a2edb04089,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-17T18:30:00.000Z,8700.00,2322.75,2324.50,300,N,2320.90,1872900,2314.90,2322.75,18-May-2024,45900,106580505.00,2324.80,2318.75,2327.15
664c9cf44c0a80e94dc265f6,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-20T18:30:00.000Z,385200.00,2311.35,2310.90,300,N,2322.75,2258100,2322.75,2311.35,21-May-2024,756900,1748072685.00,2324.05,2301.15,2310.7
664de94c4c0a80e94ddd481e,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-21T18:30:00.000Z,382500.00,2359.60,2360.00,300,N,2312.30,2640600,2311.35,2359.60,22-May-2024,1295400,3049609020.00,2368.00,2312.10,2366.9
664f40734c0a80e94df797c5,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-22T18:30:00.000Z,150600.00,2374.60,2373.60,300,N,2361.25,2791200,2359.60,2374.60,23-May-2024,918000,2171189160.00,2378.50,2349.00,2382.5
665097184c0a80e94d13833e,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-23T18:30:00.000Z,334800.00,2367.35,2365.05,300,N,2372.00,3126000,2374.60,2367.35,24-May-2024,797100,1889394720.00,2379.00,2360.00,2369.05
6654abe94c0a80e94d5cbeea,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-26T18:30:00.000Z,3530700.00,2381.60,2382.70,300,N,2369.30,6656700,2367.35,2381.60,27-May-2024,5426100,12936237975.00,2397.95,2359.00,2384.5
6655dd1e4c0a80e94d73b3b8,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-27T18:30:00.000Z,4857300.00,2395.90,2396.20,300,N,2381.80,11514000,2381.60,2395.90,28-May-2024,6884100,16501570110.00,2407.95,2377.70,2395.95
66574a794c0a80e94d954f60,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-28T18:30:00.000Z,4773000.00,2371.20,2367.30,300,N,2417.80,16287000,2395.90,2371.20,29-May-2024,6523800,15498932850.00,2417.80,2367.30,2373.4
665890834c0a80e94db2b226,27-Jun-2024,FUTSTK,XX,0.00,HINDUNILVR,2024-05-29T18:30:00.000Z,1884000.00,2343.00,2346.95,300,N,2374.85,18171000,2371.20,2343.00,30-May-2024,7818000,18347508900.00,2374.85,2331.10,2351.4
