_id,FH_EXPIRY_DT,FH_INSTRUMENT,FH_OPTION_TYPE,FH_STRIKE_PRICE,FH_SYMBOL,TIMESTAMP,FH_CHANGE_IN_OI,FH_CLOSING_PRICE,FH_LAST_TRADED_PRICE,FH_MARKET_LOT,FH_MARKET_TYPE,FH_OPENING_PRICE,FH_OPEN_INT,FH_PREV_CLS,FH_SETTLE_PRICE,FH_TIMESTAMP,FH_TOT_TRADED_QTY,FH_TOT_TRADED_VAL,FH_TRADE_HIGH_PRICE,FH_TRADE_LOW_PRICE,FH_UNDERLYING_VALUE
660aba2a3bf21372dab36f36,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-03-31T18:30:00.000Z,34500.00,10030.35,10048.00,100,N,9817.70,1976100,9806.45,10030.35,01-Apr-2024,628600,6272899430.00,10065.00,9802.50,9954.4
660c07333bf21372daeb14d6,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-01T18:30:00.000Z,-3500.00,10109.90,10129.95,100,N,9995.95,1972600,10030.35,10109.90,02-Apr-2024,798900,8025282425.00,10148.00,9922.50,9382.75
660d68e13bf21372da279812,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-02T18:30:00.000Z,39700.00,10059.05,10076.25,100,N,10211.10,2012300,10109.90,10059.05,03-Apr-2024,988100,10059925420.00,10339.85,10040.00,10001.9
660eae303bf21372da5e8492,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-03T18:30:00.000Z,-51500.00,10040.55,10045.00,100,N,10076.30,1960800,10059.05,10040.55,04-Apr-2024,548100,5496881255.00,10121.95,9951.00,10005.1
661001ec3bf21372da96cf87,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-04T18:30:00.000Z,76000.00,9872.80,9876.05,100,N,9999.95,2036800,10040.55,9872.80,05-Apr-2024,475700,4720697175.00,10020.00,9852.00,10005.1
6613f59b3bf21372da17625f,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-07T18:30:00.000Z,36500.00,9907.95,9914.75,100,N,9895.00,2073300,9872.80,9907.95,08-Apr-2024,395600,3917671400.00,9943.55,9841.05,9863.75
66153ccb3bf21372da4dda7a,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-08T18:30:00.000Z,66200.00,9812.60,9815.65,100,N,9932.45,2139500,9907.95,9812.60,09-Apr-2024,544000,5390053975.00,10018.80,9802.10,9863.75
661698db3bf21372da8bbd29,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-09T18:30:00.000Z,31800.00,9829.40,9817.20,100,N,9810.20,2171300,9812.60,9829.40,10-Apr-2024,522500,5130819570.00,9871.60,9740.10,9817.85
66192d553bf21372daff5ead,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-11T18:30:00.000Z,90000.00,9666.60,9650.00,100,N,9805.60,2261300,9829.40,9666.60,12-Apr-2024,799500,7787633425.00,9860.00,9640.35,9382.75
661d3afebecf36cc7531d10d,25-Apr-2024,FUTSTK,XX,0.00,ULTRACEMCO,2024-04-14T18:30:00.000Z,-18100.00,9538.90,9541.85,100,N,9619.95,2243200,9666.60,9538.90,15-Apr-2024,455400,4360170945.00,9643.35,9508.15,9506.25
