Symbol,Current Entry Date,Next Entry Date,Upper,Lower,Entry Difference,Type,Current Month Entry,Next Month Entry,Lot,Exit Current Date,Exit Next Date,Exit Difference,Current Month Exit,Next Month Exit,PNL
BAJFINANCE,26-May-2023,26-May-2023,56.519999999999996,19.98,12.200000000000728,Long,6949.9,6962.1,125,31-May-2023,31-May-2023,21.449999999999818,7018.0,7039.45,656.2499999998854
BAJFINANCE,01-Jun-2023,01-Jun-2023,58.78999999999999,17.029999999999998,16.75,Long,7068.85,7085.6,125,16-Jun-2023,16-Jun-2023,17.25,7218.35,7235.6,-437.5
