Symbol,Current Entry Date,Next Entry Date,Upper,Lower,Entry Difference,Type,Current Month Entry,Next Month Entry,Lot,Exit Current Date,Exit Next Date,Exit Difference,Current Month Exit,Next Month Exit,PNL
MARUTI,30-Jun-2023,30-Jun-2023,78.72,28.14,-25.5,Long,9858.8,9833.3,100,27-Jul-2023,27-Jul-2023,5.950000000000728,9733.65,9739.6,2645.0000000000728
