Symbol,Current Entry Date,Next Entry Date,Upper,Lower,Entry Difference,Type,Current Month Entry,Next Month Entry,Lot,Exit Current Date,Exit Next Date,Exit Difference,Current Month Exit,Next Month Exit,PNL
BRITANNIA,20-Dec-2023,20-Dec-2023,45.910000000000004,9.43,47.0,Short,4953.4,5000.4,200,26-Dec-2023,26-Dec-2023,37.5,5210.1,5247.6,1400.0
BRITANNIA,24-Jan-2024,24-Jan-2024,45.51,13.649999999999999,-3.699999999999818,Long,5155.7,5152.0,200,25-Jan-2024,25-Jan-2024,4.0,5145.4,5149.4,1039.9999999999636
BRITANNIA,01-Mar-2024,01-Mar-2024,47.99,11.030000000000001,-1.0,Long,4953.35,4952.35,200,02-Mar-2024,02-Mar-2024,12.850000000000364,4952.15,4965.0,2270.0000000000728
BRITANNIA,04-Mar-2024,04-Mar-2024,48.92,9.8,-31.550000000000182,Long,4871.3,4839.75,200,28-Mar-2024,28-Mar-2024,-5.399999999999636,4907.2,4901.8,4730.000000000109
